Sentence #,Word,Tag
,Quality,I-rg
,Control,I-rg
,Company,I-rg
,has,
,found,
,the,
,amount,
,of,
,potentially,
,harmful,
,particulate,
,in,
,the,
,air,
,has,
,reached,
,dangerous,
,levels,
,.,
Sentence: 341,The,
,dust,
,has,
,blown,
,in,
,from,
,Saudi,B-ge
,Arabia,I-ge
,and,
,neighboring,
,Iraq,B-ge
,",",
,where,
,a,
,severe,
,sandstorm,
,recently,
,blanketed,
,the,
,capital,
,",",
,Baghdad,B-ge
,.,
Sentence: 342,Sandstorms,
,can,
,be,
,caused,
,by,
,heavy,
,winds,
,blowing,
,across,
,deserts,
,",",
,or,
,across,
,land,
,that,
,has,
,lost,
,its,
,fertile,
,top,
,soil,
,and,
,greenery,
,.,
Sentence: 343,Shortly,
,before,
,midnight,B-tim
,a,
,suicide,
,bomber,
,blew,
,himself,
,up,
,in,
,a,
,crowd,
,of,
,young,
,Israelis,B-gpe
,waiting,
,to,
,get,
,into,
,a,
,beachfront,
,nightclub,
,in,
,Tel,B-ge
,Aviv,I-ge
,.,
Sentence: 344,Israeli,B-gpe
,police,
,say,
,the,
,bomber,
,was,
,spotted,
,and,
,prevented,
,from,
,entering,
,the,
,club,
,.,
Sentence: 345,They,
,say,
,if,
,he,
,had,
,gotten,
,inside,
,the,
,carnage,
,would,
,have,
,been,
,even,
,worse,
,.,
Sentence: 346,It,
,is,
,unclear,
,who,
,was,
,behind,
,the,
,attack,
,with,
,major,
,Palestinian,B-gpe
,militant,
,groups,
,saying,
,they,
,had,
,nothing,
,to,
,do,
,with,
,it,
,.,
Sentence: 347,A,
,statement,
,released,
,by,
,Palestinian,B-gpe
,President,B-per
,Mahmoud,I-per
,Abbas,I-per
,in,
,Ramallah,B-ge
,vowed,
,to,
,track,
,down,
,and,
,punish,
,those,
,responsible,
,",",
,saying,
,this,
,was,
,an,
,attempt,
,to,
,sabotage,
,the,
,peace,
,process,
,.,
Sentence: 348,The,
,bombing,
,shatters,
,weeks,
,of,
,calm,
,after,
,Mr.,B-per
,Abbas,I-per
,declared,
,a,
,truce,
,during,
,a,
,summit,
,with,
,Israeli,B-gpe
,Prime,B-per
,Minister,I-per
,Ariel,I-per
,Sharon,I-per
,in,
,Egypt,B-ge
,earlier,
,this,
,month,
,.,
Sentence: 349,Indonesian,B-gpe
,officials,
,say,
,they,
,have,
,signed,
,an,
,initial,
,agreement,
,with,
,Russia,B-gpe
,to,
,build,
,a,
,space,
,launch,
,center,
,on,
,the,
,remote,
,island,
,of,
,Biak,B-ge
,off,
,the,
,coast,
,of,
,Papua,B-ge
,New,I-ge
,Guinea,I-ge
,.,
Sentence: 350,An,
,Indonesian,B-gpe
,foreign,
,ministry,
,spokesman,
,says,
,senior,
,officials,
,from,
,both,
,countries,
,reached,
,the,
,preliminary,
,agreement,
,last,
,week,
,.,
Sentence: 351,They,
,say,
,the,
,island,
,is,
,well-suited,
,for,
,the,
,project,
,because,
,of,
,its,
,proximity,
,to,
,the,
,equator,
,",",
,which,
,makes,
,it,
,easier,
,to,
,launch,
,satellites,
,into,
,some,
,Earth,B-ge
,orbits,
,.,
Sentence: 352,The,
,spokesman,
,says,
,a,
,formal,
,agreement,
,on,
,the,
,project,
,will,
,be,
,signed,
,in,
,June,B-tim
,when,
,Indonesian,B-gpe
,President,B-per
,Susilo,I-per
,Bambang,I-per
,Yudhoyono,I-per
,is,
,scheduled,
,to,
,visit,
,Moscow,B-ge
,.,
Sentence: 353,An,
,Algerian,B-gpe
,man,
,goes,
,on,
,trial,
,Monday,B-tim
,in,
,France,B-ge
,for,
,terrorist,
,attacks,
,on,
,the,
,Paris,B-ge
,subway,
,in,
,1995,B-tim
,.,
Sentence: 354,Prosecutors,
,say,
,Rachid,B-per
,Ramda,I-per
,helped,
,fund,
,at,
,least,
,three,
,bombings,
,on,
,the,
,Paris,B-ge
,metro,
,.,
Sentence: 355,If,
,he,
,is,
,convicted,
,",",
,Ramda,B-per
,could,
,get,
,life,
,in,
,prison,
,.,
Sentence: 356,The,
,38-year-old,
,is,
,already,
,serving,
,a,
,10-year,
,sentence,
,in,
,France,B-ge
,after,
,he,
,was,
,convicted,
,last,
,year,
,on,
,terrorism,
,charges,
,.,
Sentence: 357,Police,
,say,
,Ramda,B-per
,operated,
,from,
,London,B-ge
,where,
,investigators,
,say,
,they,
,found,
,evidence,
,that,
,he,
,sent,
,money,
,to,
,terrorists,
,.,
Sentence: 358,He,
,is,
,accused,
,of,
,helping,
,fund,
,attacks,
,carried,
,out,
,by,
,an,
,Algerian,B-gpe
,militant,
,organization,
,the,
,Armed,B-rg
,Islamic,I-rg
,Group,I-rg
,.,
Sentence: 359,British,B-gpe
,police,
,arrested,
,Ramda,B-per
,in,
,1995,B-tim
,.,
Sentence: 360,He,
,fought,
,extradition,
,to,
,France,B-ge
,for,
,10,
,years,
,.,
Sentence: 361,In,
,Monday,B-tim
,'s,
,trial,
,",",
,Ramda,B-per
,is,
,facing,
,charges,
,of,
,being,
,an,
,accomplice,
,to,
,at,
,least,
,three,
,bombings,
,on,
,the,
,Paris,B-ge
,subway,
,",",
,including,
,the,
,July,B-tim
,25,I-tim
,",",I-tim
,1995,I-tim
,attack,
,that,
,killed,
,eight,
,people,
,and,
,injured,
,more,
,than,
,150,
,.,
Sentence: 362,The,
,United,B-rg
,Nations,I-rg
,says,
,Sudanese,B-gpe
,refugees,
,have,
,begun,
,returning,
,from,
,the,
,Central,B-gpe
,African,I-gpe
,Republic,I-gpe
,under,
,a,
,new,
,deal,
,between,
,the,
,countries,
,and,
,the,
,U.N.,B-rg
,refugee,
,agency,
,.,
Sentence: 363,The,
,U.N.,B-rg
,says,
,the,
,deal,
,",",
,which,
,was,
,signed,
,Wednesday,B-tim
,",",
,will,
,allow,
,some,
,16000,
,Sudanese,B-gpe
,refugees,
,living,
,in,
,the,
,CAR,B-gpe
,to,
,voluntarily,
,return,
,home,
,.,
Sentence: 364,It,
,says,
,the,
,first,
,group,
,of,
,refugees,
,was,
,scheduled,
,to,
,fly,
,home,
,Thursday,B-tim
,.,
Sentence: 365,Five,
,thousand,
,refugees,
,are,
,expected,
,to,
,return,
,to,
,Sudan,B-gpe
,by,
,April,B-tim
,.,
Sentence: 366,The,
,rest,
,will,
,go,
,home,
,by,
,the,
,end,
,of,
,the,
,year,
,.,
Sentence: 367,The,
,deal,
,is,
,one,
,of,
,several,
,involving,
,Sudan,B-gpe
,reached,
,this,
,week,
,by,
,the,
,refugee,
,agency,
,and,
,Sudan,B-gpe
,'s,
,neighbors,
,.,
Sentence: 368,The,
,U.N.,B-rg
,says,
,the,
,other,
,agreements,
,will,
,allow,
,for,
,the,
,return,
,of,
,13000,
,Sudanese,B-gpe
,refugees,
,living,
,in,
,the,
,Democratic,B-gpe
,Republic,I-gpe
,of,I-gpe
,Congo,I-gpe
,",",
,and,
,for,
,the,
,return,
,of,
,nearly,
,7000,
,Congolese,B-gpe
,refugees,
,currently,
,in,
,Sudan,B-gpe
,.,
Sentence: 369,Police,
,in,
,Japan,B-ge
,say,
,a,
,teacher,
,stabbed,
,to,
,death,
,a,
,12-year-old,
,girl,
,Saturday,B-tim
,in,
,the,
,country,
,'s,
,third,
,killing,
,of,
,a,
,school,
,girl,
,in,
,less,
,than,
,three,
,weeks,
,.,
Sentence: 370,Yu,B-per
,Hagino,I-per
,",",
,23,
,",",
,was,
,arrested,
,at,
,the,
,murder,
,scene,
,",",
,a,
,school,
,in,
,the,
,western,
,city,
,of,
,Uji,B-ge
,.,
Sentence: 371,Police,
,say,
,the,
,suspect,
,confessed,
,to,
,stabbing,
,the,
,girl,
,with,
,a,
,knife,
,after,
,arguing,
,with,
,her,
,.,
Sentence: 372,The,
,killing,
,follows,
,the,
,recent,
,murders,
,of,
,two,
,school,
,girls,
,in,
,the,
,space,
,of,
,just,
,over,
,a,
,week,
,.,
Sentence: 373,The,
,two,
,were,
,killed,
,in,
,separate,
,incidents,
,as,
,they,
,walked,
,home,
,alone,
,from,
,elementary,
,school,
,along,
,deserted,
,roads,
,.,
Sentence: 374,Radical,
,Islamic,
,cleric,
,Omar,B-per
,Bakri,I-per
,Mohammed,I-per
,has,
,called,
,on,
,all,
,Muslims,
,to,
,leave,
,Europe,B-ge
,.,
Sentence: 375,In,
,an,
,interview,
,with,
,French,B-gpe
,television,
,to,
,be,
,broadcast,
,Monday,B-tim
,",",
,Mr.,B-per
,Bakri,I-per
,says,
,Muslims,B-rg
,will,
,one,
,day,
,return,
,to,
,Europe,B-ge
,",",
,and,
,the,
,Islamic,
,flag,
,will,
,fly,
,over,
,Downing,B-art
,Street,I-art
,",",
,the,
,home,
,of,
,Britain,B-gpe
,'s,
,prime,
,minister,
,.,
Sentence: 376,The,
,interview,
,took,
,place,
,in,
,Beirut,B-ge
,where,
,Mr.,B-per
,Bakri,I-per
,lives,
,after,
,the,
,British,B-gpe
,government,
,stripped,
,him,
,of,
,his,
,residency,
,in,
,its,
,campaign,
,to,
,rein,
,in,
,radical,
,Islamic,
,leaders,
,.,
Sentence: 377,Mr.,B-per
,Bakri,I-per
,triggered,
,British,B-gpe
,outrage,
,after,
,the,
,July,B-tim
,7,I-tim
,bombings,
,in,
,London,B-ge
,when,
,he,
,said,
,he,
,would,
,never,
,tip,
,off,
,police,
,if,
,he,
,knew,
,a,
,Muslim,B-rg
,was,
,about,
,to,
,carry,
,out,
,an,
,attack,
,.,
Sentence: 378,In,
,the,
,France,B-art
,3,I-art
,interview,
,",",
,Mr.,B-per
,Bakri,I-per
,says,
,the,
,backgrounds,
,of,
,the,
,four,
,suicide,
,bombers,
,in,
,the,
,London,B-ge
,attacks,
,prove,
,the,
,message,
,of,
,al-Qaida,B-rg
,chief,
,Osama,B-per
,bin,I-per
,Laden,I-per
,has,
,reached,
,moderate,
,communities,
,.,
Sentence: 379,Iran,B-gpe
,'s,
,defense,
,minister,
,has,
,denounced,
,remarks,
,by,
,the,
,top,
,U.S.,B-gpe
,military,
,commander,
,",",
,who,
,said,
,Washington,B-gpe
,has,
,not,
,ruled,
,out,
,the,
,use,
,of,
,force,
,against,
,Iran,B-gpe
,to,
,prevent,
,it,
,from,
,making,
,nuclear,
,weapons,
,.,
Sentence: 380,Joint,B-rg
,Chiefs,I-rg
,of,I-rg
,Staff,I-rg
,Chairman,
,Mike,B-per
,Mullen,I-per
,said,
,Sunday,B-tim
,that,
,the,
,U.S.,B-gpe
,has,
,a,
,plan,
,to,
,strike,
,Iran,B-gpe
,.,
Sentence: 381,But,
,Admiral,B-per
,Mullen,I-per
,said,
,he,
,hopes,
,the,
,military,
,option,
,is,
,not,
,needed,
,.,
Sentence: 382,Iran,B-gpe
,'s,
,defense,
,minister,
,",",
,Brigadier,B-per
,General,I-per
,Ahmad,I-per
,Vahidi,I-per
,",",
,said,
,Tuesday,B-tim
,that,
,U.S.,B-gpe
,threats,
,to,
,attack,
,his,
,country,
,violate,
,the,
,United,B-rg
,Nations,I-rg
,charter,
,.,
Sentence: 383,He,
,warned,
,that,
,Tehran,B-gpe
,has,
,drawn,
,up,
,defensive,
,plans,
,that,
,would,
,make,
,its,
,enemies,
,regret,
,any,
,attack,
,.,
Sentence: 384,The,
,United,B-gpe
,States,I-gpe
,and,
,other,
,Western,
,countries,
,accuse,
,Iran,B-gpe
,of,
,secretly,
,developing,
,nuclear,
,weapons,
,under,
,cover,
,of,
,a,
,civilian,
,energy,
,program,
,-,
,a,
,charge,
,Iran,B-gpe
,denies,
,.,
Sentence: 385,Admiral,B-per
,Mullen,I-per
,said,
,he,
,hopes,
,the,
,combination,
,of,
,sanctions,
,and,
,diplomatic,
,efforts,
,will,
,resolve,
,the,
,dispute,
,.,
Sentence: 386,Georgia,B-gpe
,'s,
,president,
,has,
,announced,
,plans,
,for,
,his,
,country,
,to,
,get,
,emergency,
,natural,
,gas,
,supplies,
,from,
,Iran,B-ge
,to,
,help,
,end,
,the,
,country,
,'s,
,shortage,
,of,
,both,
,gas,
,and,
,electricity,
,.,
Sentence: 387,President,B-per
,Mikhail,I-per
,Saakashvili,I-per
,told,
,cabinet,
,members,
,Friday,B-tim
,that,
,gas,
,from,
,Iran,B-ge
,is,
,expected,
,to,
,begin,
,flowing,
,into,
,Georgia,B-ge
,beginning,
,Sunday,B-tim
,or,
,",",
,at,
,the,
,latest,
,",",
,Monday,B-tim
,.,
Sentence: 388,Residents,
,in,
,the,
,former,
,Soviet,
,republic,
,have,
,been,
,enduring,
,freezing,
,weather,
,with,
,limited,
,supplies,
,after,
,explosions,
,on,
,pipelines,
,delivering,
,Russian,B-gpe
,natural,
,gas,
,.,
Sentence: 389,Russian,B-gpe
,authorities,
,deny,
,Georgian,B-gpe
,charges,
,that,
,they,
,deliberately,
,cut,
,supplies,
,",",
,and,
,insist,
,the,
,pipelines,
,were,
,sabotaged,
,.,
Sentence: 390,Repairs,
,are,
,due,
,to,
,be,
,completed,
,by,
,Sunday,B-tim
,.,
Sentence: 391,Georgia,B-gpe
,is,
,heavily,
,dependent,
,on,
,Russian,B-gpe
,natural,
,gas,
,.,
Sentence: 392,President,B-per
,Saakashvili,I-per
,says,
,the,
,agreement,
,with,
,Iran,B-ge
,shows,
,his,
,country,
,has,
,alternative,
,sources,
,.,
Sentence: 393,Millions,
,of,
,Georgians,B-gpe
,have,
,also,
,been,
,without,
,electricity,
,because,
,of,
,a,
,breakdown,
,of,
,a,
,unit,
,at,
,a,
,power,
,station,
,",",
,as,
,well,
,as,
,downed,
,power,
,lines,
,.,
Sentence: 394,Peru,B-gpe
,'s,
,former,
,President,
,",",
,Alberto,B-per
,Fujimori,I-per
,",",
,has,
,told,
,authorities,
,he,
,is,
,trying,
,to,
,form,
,a,
,political,
,alliance,
,to,
,support,
,his,
,bid,
,to,
,run,
,in,
,next,
,April,B-tim
,'s,
,presidential,
,election,
,.,
Sentence: 395,In,
,a,
,visit,
,to,
,the,
,Peruvian,B-gpe
,consulate,
,in,
,Tokyo,B-ge
,Wednesday,B-tim
,",",
,Mr.,B-per
,Fujimori,I-per
,had,
,his,
,signature,
,validated,
,on,
,a,
,document,
,joining,
,his,
,Si,B-rg
,Cumple,I-rg
,party,
,with,
,two,
,other,
,political,
,parties,
,.,
Sentence: 396,The,
,consulate,
,said,
,it,
,notarized,
,his,
,signature,
,",",
,but,
,not,
,the,
,contents,
,of,
,the,
,document,
,.,
Sentence: 397,The,
,disgraced,
,ex-president,
,and,
,son,
,of,
,Japanese,B-gpe
,parents,
,fled,
,to,
,Japan,B-ge
,in,
,2000,B-tim
,",",
,where,
,he,
,was,
,granted,
,citizenship,
,.,
Sentence: 398,The,
,exiled,
,president,
,is,
,wanted,
,in,
,Peru,B-ge
,to,
,face,
,charges,
,of,
,corruption,
,and,
,human,
,rights,
,abuses,
,related,
,to,
,the,
,death,
,squad,
,murders,
,of,
,25,
,people,
,.,
Sentence: 399,Mr.,B-per
,Fujimori,I-per
,",",
,Peru,B-ge
,'s,
,hard-line,
,ruler,
,from,
,1990,B-tim
,to,
,2000,B-tim
,",",
,has,
,denied,
,the,
,charges,
,",",
,calling,
,them,
,politically,
,motivated,
,.,
Sentence: 400,Tokyo,B-gpe
,has,
,refused,
,requests,
,from,
,Lima,B-gpe
,for,
,his,
,extradition,
,.,
Sentence: 401,The,
,British,B-gpe
,Embassy,
,in,
,Sudan,B-ge
,'s,
,capital,
,has,
,re-opened,
,to,
,the,
,public,
,",",
,four,
,days,
,after,
,it,
,was,
,closed,
,because,
,of,
,a,
,possible,
,terrorist,
,threat,
,.,
Sentence: 402,The,
,embassy,
,said,
,in,
,a,
,statement,
,Thursday,B-tim
,that,
,"""",
,additional,
,security,
,"""",
,has,
,allowed,
,it,
,to,
,resume,
,normal,
,consular,
,and,
,visa,
,services,
,.,
Sentence: 403,The,
,statement,
,also,
,thanked,
,the,
,Sudanese,B-gpe
,government,
,for,
,its,
,cooperation,
,.,
Sentence: 404,Earlier,
,this,
,week,
,",",
,the,
,government,
,said,
,it,
,had,
,broken,
,up,
,a,
,plot,
,to,
,attack,
,several,
,Western,
,diplomatic,
,missions,
,in,
,the,
,capital,
,",",
,Khartoum,B-ge
,.,
Sentence: 405,The,
,state,
,news,
,agency,
,reported,
,that,
,police,
,had,
,arrested,
,eight,
,Sudanese,B-gpe
,men,
,and,
,confiscated,
,arms,
,and,
,explosives,
,.,
Sentence: 406,The,
,British,B-gpe
,Embassy,
,has,
,advised,
,British,B-gpe
,citizens,
,to,
,avoid,
,travel,
,to,
,Khartoum,B-ge
,.,
Sentence: 407,Kenyan,B-gpe
,police,
,have,
,opened,
,fire,
,at,
,hundreds,
,of,
,people,
,demonstrating,
,against,
,cartoons,
,depicting,
,the,
,Prophet,B-per
,Muhammad,I-per
,",",
,as,
,protests,
,across,
,the,
,Muslim,B-rg
,world,
,showed,
,no,
,signs,
,of,
,abating,
,.,
Sentence: 408,At,
,least,
,one,
,Kenyan,B-gpe
,was,
,wounded,
,Friday,B-tim
,when,
,protesters,
,tried,
,to,
,march,
,on,
,the,
,Danish,B-gpe
,embassy,
,in,
,Nairobi,B-ge
,",",
,shouting,
,anti-Denmark,
,slogans,
,and,
,burning,
,Danish,B-gpe
,flags,
,.,
Sentence: 409,Muslims,
,also,
,demonstrated,
,Friday,B-tim
,in,
,cities,
,across,
,the,
,Middle,B-ge
,East,I-ge
,as,
,well,
,as,
,in,
,India,B-ge
,",",
,Pakistan,B-ge
,",",
,Afghanistan,B-ge
,",",
,Bangladesh,B-ge
,",",
,Malaysia,B-ge
,",",
,and,
,Venezuela,B-ge
,.,
Sentence: 410,In,
,France,B-ge
,",",
,a,
,Muslim,B-rg
,organization,
,-,
,the,
,French,B-gpe
,Council,B-rg
,of,
,the,
,Muslim,B-rg
,Faith,I-rg
,-,
,said,
,it,
,was,
,launching,
,legal,
,action,
,against,
,French,B-gpe
,newspapers,
,that,
,published,
,the,
,cartoons,
,",",
,one,
,of,
,which,
,depicts,
,the,
,Prophet,B-per
,Muhammad,I-per
,wearing,
,a,
,turban,
,shaped,
,like,
,a,
,bomb,
,.,
Sentence: 411,Malaysian,B-gpe
,Prime,B-per
,Minister,I-per
,Abdullah,I-per
,Ahmad,I-per
,Badawi,I-per
,told,
,an,
,international,
,conference,
,Friday,B-tim
,the,
,Muslim,B-rg
,world,
,and,
,the,
,West,B-ge
,must,
,stop,
,demonizing,
,each,
,other,
,and,
,"""",
,accept,
,one,
,another,
,as,
,equals,
,.,
,"""",
Sentence: 412,The,
,death,
,toll,
,from,
,a,
,coal,
,mining,
,accident,
,in,
,northwestern,
,China,B-ge
,rose,
,to,
,32,
,Wednesday,B-tim
,after,
,searchers,
,recovered,
,the,
,body,
,of,
,the,
,last,
,missing,
,miner,
,.,
Sentence: 413,China,B-ge
,'s,
,state-run,
,media,
,say,
,39,
,people,
,were,
,working,
,at,
,the,
,privately-owned,
,coal,
,mine,
,in,
,Shaanxi,B-ge
,province,
,on,
,Saturday,B-tim
,when,
,a,
,gas,
,explosion,
,occurred,
,.,
Sentence: 414,Seven,
,miners,
,managed,
,to,
,reach,
,the,
,surface,
,",",
,but,
,the,
,others,
,were,
,trapped,
,.,
Sentence: 415,The,
,Xinhua,B-rg
,news,
,agency,
,says,
,police,
,have,
,detained,
,the,
,owner,
,and,
,managers,
,of,
,the,
,mine,
,",",
,but,
,provided,
,no,
,other,
,details,
,.,
Sentence: 416,Chinese,B-gpe
,mines,
,are,
,among,
,the,
,most,
,dangerous,
,in,
,the,
,world,
,.,
Sentence: 417,Thousands,
,of,
,people,
,are,
,killed,
,every,
,year,
,in,
,explosions,
,",",
,cave-ins,
,and,
,floods,
,",",
,despite,
,government,
,crackdowns,
,on,
,safety,
,violations,
,.,
Sentence: 418,India,B-rg
,and,I-rg
,Pakistan,I-rg
,plan,
,to,
,hold,
,a,
,third,
,round,
,of,
,peace,
,talks,
,in,
,January,B-tim
,with,
,a,
,focus,
,on,
,security,
,",",
,the,
,Kashmir,B-ge
,issue,
,and,
,confidence-building,
,measures,
,between,
,the,
,nuclear,
,rivals,
,.,
Sentence: 419,The,
,two-day,
,talks,
,will,
,begin,
,on,
,January,B-tim
,17,I-tim
,and,
,they,
,will,
,be,
,led,
,by,
,the,
,countries,
,',
,foreign,
,secretaries,
,.,
Sentence: 420,They,
,will,
,review,
,progress,
,made,
,so,
,far,
,and,
,also,
,chart,
,a,
,course,
,for,
,future,
,negotiations,
,.,
Sentence: 421,The,
,talks,
,will,
,be,
,under,
,a,
,peace,
,process,
,that,
,the,
,two,
,sides,
,began,
,in,
,January,B-tim
,2004,I-tim
,.,
Sentence: 422,A,
,foreign,
,office,
,spokeswoman,
,in,
,Islamabad,B-ge
,also,
,said,
,that,
,the,
,two,
,sides,
,have,
,been,
,holding,
,secret,
,talks,
,on,
,possible,
,reduction,
,of,
,forces,
,in,
,Kashmir,B-ge
,and,
,a,
,Pakistani,B-gpe
,proposal,
,of,
,self-rule,
,in,
,Kashmir,B-ge
,.,
Sentence: 423,She,
,did,
,not,
,give,
,any,
,more,
,details,
,and,
,also,
,declined,
,to,
,reveal,
,at,
,what,
,level,
,the,
,talks,
,are,
,being,
,held,
,.,
Sentence: 424,India,B-rg
,has,
,not,
,made,
,any,
,comment,
,about,
,the,
,talks,
,.,
Sentence: 425,Iraqi,B-gpe
,officials,
,say,
,at,
,least,
,two,
,people,
,were,
,killed,
,and,
,several,
,others,
,wounded,
,in,
,a,
,car,
,bomb,
,blast,
,in,
,central,
,Baghdad,B-ge
,Tuesday,B-tim
,.,
Sentence: 426,Earlier,
,reports,
,said,
,the,
,attack,
,was,
,carried,
,out,
,by,
,a,
,suicide,
,bomber,
,.,
Sentence: 427,It,
,came,
,as,
,the,
,U.S.,B-gpe
,military,
,announced,
,it,
,had,
,rounded,
,up,
,428,
,suspects,
,over,
,the,
,past,
,30,
,hours,
,in,
,a,
,major,
,operation,
,against,
,insurgents,
,in,
,a,
,western,
,suburb,
,of,
,the,
,capital,
,.,
Sentence: 428,On,
,Monday,B-tim
,",",
,dozens,
,of,
,people,
,were,
,killed,
,and,
,scores,
,were,
,hurt,
,in,
,a,
,series,
,of,
,car,
,bombings,
,and,
,other,
,attacks,
,in,
,cities,
,and,
,towns,
,across,
,Iraq,B-ge
,.,
Sentence: 429,Also,
,Monday,B-tim
,",",
,an,
,al-Qaida-linked,
,group,
,claimed,
,responsibility,
,for,
,gunning,
,down,
,a,
,top,
,Iraqi,B-gpe
,security,
,official,
,(,
,Wael,B-per
,al-Rubaei,I-per
,),
,and,
,his,
,driver,
,in,
,Baghdad,B-ge
,.,
Sentence: 430,Iran,B-ge
,'s,
,hard-line,
,Guardian,B-rg
,Council,I-rg
,has,
,approved,
,a,
,bill,
,that,
,would,
,block,
,United,B-rg
,Nations,I-rg
,inspections,
,of,
,its,
,nuclear,
,facilities,
,and,
,allow,
,it,
,to,
,resume,
,uranium,
,enrichment,
,if,
,it,
,is,
,referred,
,to,
,the,
,U.N.,B-rg
,Security,I-rg
,Council,I-rg
,.,
Sentence: 431,State,
,media,
,report,
,Saturday,B-tim
,that,
,the,
,12-member,
,council,
,approved,
,the,
,measure,
,after,
,deciding,
,it,
,does,
,not,
,contradict,
,the,
,constitution,
,or,
,Islamic,
,law,
,.,
Sentence: 432,The,
,parliament,
,already,
,approved,
,the,
,bill,
,last,
,month,
,.,
Sentence: 433,The,
,final,
,step,
,will,
,be,
,President,B-per
,Mahmoud,I-per
,Ahmadinejad,I-per
,'s,
,signature,
,.,
Sentence: 434,The,
,move,
,could,
,jeopardize,
,nuclear,
,talks,
,with,
,Europe,B-gpe
,that,
,Iran,B-gpe
,said,
,it,
,expects,
,will,
,resume,
,within,
,weeks,
,.,
Sentence: 435,Those,
,talks,
,collapsed,
,in,
,August,B-tim
,",",
,when,
,Tehran,B-gpe
,restarted,
,converting,
,uranium,
,-,
,the,
,precursor,
,of,
,enrichment,
,.,
Sentence: 436,Last,
,year,
,",",
,Tehran,B-gpe
,suspended,
,enrichment,
,as,
,a,
,good,
,faith,
,measure,
,to,
,allay,
,international,
,concerns,
,it,
,is,
,secretly,
,pursuing,
,nuclear,
,weapons,
,",",
,a,
,charge,
,its,
,government,
,denies,
,.,
Sentence: 437,Zambian,B-gpe
,officials,
,say,
,reports,
,that,
,President,B-per
,Levy,I-per
,Mwanawasa,I-per
,has,
,died,
,are,
,FALSE,
,.,
Sentence: 438,Information,B-per
,Minister,I-per
,Mike,I-per
,Mulongoti,I-per
,made,
,a,
,televised,
,address,
,Thursday,B-tim
,to,
,say,
,the,
,foreign,
,media,
,reports,
,are,
,not,
,TRUE,
,.,
Sentence: 439,He,
,said,
,President,B-per
,Mwanawasa,I-per
,remains,
,in,
,stable,
,condition,
,in,
,a,
,Paris,B-ge
,hospital,
,",",
,and,
,is,
,being,
,treated,
,for,
,hypertension,
,.,
Sentence: 440,Mr.,B-per
,Mwanawasa,I-per
,was,
,flown,
,to,
,France,B-ge
,Tuesday,B-tim
,after,
,suffering,
,a,
,stroke,
,Sunday,B-tim
,while,
,in,
,Egypt,B-ge
,for,
,an,
,African,B-rg
,Union,I-rg
,summit,
,.,
Sentence: 441,The,
,summit,
,was,
,dominated,
,by,
,the,
,political,
,crisis,
,in,
,Zimbabwe,B-ge
,",",
,and,
,the,
,absence,
,of,
,Mr.,B-per
,Mwanawasa,I-per
,",",
,a,
,critic,
,of,
,Zimbabwean,B-gpe
,President,B-per
,Robert,I-per
,Mugabe,I-per
,",",
,was,
,said,
,to,
,hurt,
,attempts,
,to,
,put,
,more,
,pressure,
,on,
,Harare,B-gpe
,.,
Sentence: 442,Mr.,B-per
,Mwanawasa,I-per
,is,
,59,
,years,
,old,
,and,
,has,
,served,
,as,
,Zambia,B-gpe
,'s,
,president,
,since,
,2002,B-tim
,.,
Sentence: 443,He,
,is,
,also,
,the,
,current,
,leader,
,of,
,the,
,Southern,B-rg
,African,I-rg
,Development,I-rg
,Community,I-rg
,.,
Sentence: 444,He,
,suffered,
,a,
,mild,
,stroke,
,two,
,years,
,ago,
,.,
Sentence: 445,U.S.,B-gpe
,President,B-per
,Barack,I-per
,Obama,I-per
,has,
,named,
,Gene,B-per
,Sperling,I-per
,as,
,the,
,new,
,head,
,of,
,the,
,National,B-rg
,Economic,I-rg
,Council,I-rg
,",",
,which,
,oversees,
,the,
,administration,
,'s,
,economic,
,policies,
,.,
Sentence: 446,Sperling,B-per
,had,
,the,
,same,
,job,
,in,
,President,B-per
,Bill,I-per
,Clinton,I-per
,'s,
,administration,
,.,
Sentence: 447,He,
,succeeds,
,Lawrence,B-per
,Summers,I-per
,",",
,another,
,top,
,economic,
,official,
,from,
,the,
,Clinton-era,
,.,
Sentence: 448,Sperling,B-per
,has,
,spent,
,the,
,first,
,two,
,years,
,of,
,the,
,Obama,B-per
,administration,
,as,
,a,
,counselor,
,to,
,Treasury,B-per
,Secretary,I-per
,Timothy,I-per
,Geithner,I-per
,.,
Sentence: 449,Mr.,B-per
,Obama,I-per
,made,
,the,
,announcement,
,Friday,B-tim
,during,
,a,
,visit,
,to,
,a,
,window,
,manufacturer,
,located,
,outside,
,of,
,Washington,B-ge
,",",
,D.C.,B-ge
Sentence: 450,Sperling,B-per
,'s,
,appointment,
,is,
,the,
,latest,
,major,
,staff,
,change,
,for,
,the,
,Obama,B-per
,administration,
,as,
,it,
,begins,
,dealing,
,with,
,a,
,new,
,Republican,
,majority,
,in,
,the,
,House,B-rg
,of,I-rg
,Representatives,I-rg
,",",
,and,
,planning,
,for,
,the,
,president,
,'s,
,likely,
,re-election,
,campaign,
,in,
,2012,B-tim
,.,
Sentence: 451,On,
,Thursday,B-tim
,",",
,Mr.,B-per
,Obama,I-per
,named,
,another,
,ex-Clinton,
,official,
,",",
,William,B-per
,Daley,I-per
,",",
,as,
,his,
